연도,월,고객ID,지역,음식카테고리,나이,배달시간,주문금액,주문수량,평점,불만제기여부
2022,11,CUST0164,부산,양식,18,13.9,25870.0,1,4.640011696916327,0
2022,1,CUST0331,경기,중식,48,29.3,16212.0,0,3.091789556942844,0
2023,2,CUST0421,대구,중식,69,19.9,18768.0,2,4.075662455318467,0
2023,8,CUST0207,경기,패스트푸드,34,26.8,6492.0,2,4.537668268980652,0
2022,8,CUST0131,경기,분식,35,46.6,22506.0,2,3.6951125398401965,0
2021,12,CUST0055,대구,분식,60,26.7,13817.0,2,4.8791840540563465,0
2022,1,CUST0213,경기,일식,65,17.7,6510.0,4,3.6392296769114463,0
2023,11,CUST0027,경기,패스트푸드,67,40.3,29991.0,0,4.5333043312196315,0
2021,4,CUST0215,경기,분식,21,32.6,11862.0,3,5.0,0
2021,6,CUST0339,부산,중식,53,57.8,9094.0,2,4.890387410949811,0
2023,2,CUST0363,서울,분식,26,23.9,7310.0,1,4.9880332898858315,0
2022,4,CUST0327,서울,일식,51,26.0,19191.0,0,5.0,0
2021,2,CUST0211,경기,패스트푸드,48,30.7,18011.0,3,4.200265345028387,0
2021,6,CUST0465,서울,한식,45,37.5,37726.0,2,3.744851975661312,0
2022,12,CUST0082,부산,양식,69,27.4,26167.0,3,3.953557466607871,0
2022,10,CUST0173,서울,패스트푸드,42,14.6,19086.0,1,5.0,0
2021,10,CUST0232,대구,분식,25,38.2,21970.0,1,4.404492904112958,0
2021,12,CUST0111,부산,양식,61,20.8,20053.0,2,4.5900924478802,0
2023,4,CUST0148,부산,중식,66,25.4,3000.0,1,5.0,0
2022,9,CUST0292,서울,분식,69,24.9,12348.0,3,4.897114676550919,0
2021,3,CUST0158,부산,분식,29,19.7,4310.0,0,3.658824880629924,0
2021,7,CUST0340,부산,패스트푸드,24,28.5,13854.0,1,,0
2022,1,CUST0094,대구,분식,65,32.1,17853.0,1,3.038761405729441,0
2022,9,CUST0292,대구,일식,43,37.3,16901.0,5,4.210193851956175,0
2022,2,CUST0261,부산,양식,45,51.9,21253.0,5,3.0682847348152054,0
2022,11,CUST0486,대구,한식,33,32.2,14182.0,3,3.211989187733762,0
2023,3,CUST0068,경기,중식,24,47.4,10260.0,3,4.65850271745661,0
2021,4,CUST0176,부산,분식,36,22.2,20035.0,1,,0
2021,5,CUST0429,서울,한식,46,39.9,7697.0,5,4.959604400184009,0
2023,7,CUST0345,인천,일식,39,27.7,25076.0,4,4.486302141027704,0
2022,1,CUST0263,대구,패스트푸드,60,45.6,21034.0,1,3.516068190178122,0
2023,10,CUST0422,부산,양식,25,10.0,16303.0,1,4.588703548503455,0
2023,1,CUST0371,대구,분식,45,33.6,22246.0,3,3.926103016630243,0
2022,7,CUST0427,부산,패스트푸드,46,22.9,13934.0,4,3.822131439640237,0
2021,10,CUST0027,인천,패스트푸드,50,35.1,15938.0,1,5.0,0
2022,7,CUST0425,인천,패스트푸드,25,25.9,25695.0,5,3.0176100937318755,0
2021,7,CUST0482,인천,양식,33,35.5,28091.0,2,4.618561662510404,0
2022,10,CUST0469,경기,패스트푸드,31,34.7,25710.0,1,4.146398817212574,0
2022,5,CUST0436,인천,일식,31,45.4,18003.0,2,4.229850769762713,0
2023,6,CUST0459,서울,분식,57,19.6,21533.0,1,3.276857107477351,0
2021,12,CUST0344,인천,분식,54,37.3,3635.0,3,3.738086505545914,0
2022,6,CUST0359,인천,한식,28,26.8,26457.0,2,3.88288085008442,0
2022,9,CUST0260,부산,중식,54,17.3,11951.0,2,5.0,0
2022,9,CUST0048,대구,한식,43,32.1,12525.0,2,5.0,0
2022,5,CUST0332,경기,중식,26,39.5,12279.0,4,3.602358722575092,0
2023,5,CUST0223,서울,일식,23,21.8,14561.0,0,3.418238795687473,0
2021,1,CUST0005,인천,한식,63,50.3,20528.0,3,3.9693522038700975,0
2021,9,CUST0230,인천,양식,62,40.8,18283.0,2,4.393899346612801,0
2023,7,CUST0265,인천,패스트푸드,29,23.4,13822.0,1,3.9110853598288844,0
2021,7,CUST0173,인천,한식,36,37.0,24106.0,4,5.0,0
2022,5,CUST0350,인천,양식,69,33.0,25912.0,2,3.645590824130447,0
2022,5,CUST0120,인천,일식,18,28.4,20547.0,2,4.004897938031826,0
2023,6,CUST0232,부산,양식,22,39.2,29585.0,1,5.0,0
2022,9,CUST0109,부산,중식,69,10.7,14593.0,0,3.8509657690209607,0
2022,12,CUST0217,대구,중식,26,34.7,5046.0,2,3.9295020342637628,0
2022,3,CUST0345,서울,패스트푸드,22,31.2,17301.0,2,3.59499151579487,0
2021,3,CUST0381,경기,패스트푸드,39,35.2,13625.0,4,3.738275840815782,0
2022,11,CUST0264,경기,패스트푸드,38,28.1,25741.0,1,3.602772096164912,1
2021,11,CUST0188,서울,패스트푸드,44,20.7,32901.0,4,3.409046403173747,0
2021,6,CUST0074,인천,양식,36,10.0,17455.0,1,5.0,0
2021,12,CUST0184,대구,일식,35,,14387.0,3,3.5919616680504802,0
2022,4,CUST0346,서울,패스트푸드,31,44.1,34568.0,2,4.8777557983433875,0
2022,6,CUST0054,부산,중식,18,37.8,18490.0,1,4.268670955638579,0
2023,11,CUST0178,경기,중식,54,12.7,3000.0,2,4.309169018085468,0
